TokenId,Rank,Filename
116,2179,116
1160,1327,1160
1161,4877,1161
1162,480,1162
1163,4026,1163
1164,2,1164
1165,3649,1165
1166,5417,1166
1167,5841,1167
1168,7554,1168
1169,8647,1169
117,6762,117
1170,2432,1170
1171,6784,1171
1172,2727,1172
1173,3097,1173
1174,4984,1174
1175,3351,1175
1176,7577,1176
1177,3902,1177
1178,4081,1178
1179,6713,1179
118,4872,118
1180,518,1180
1181,2150,1181
1182,8717,1182
1183,1694,1183
1184,2433,1184
1185,2834,1185
1186,4153,1186
1187,7694,1187
1188,839,1188
1189,988,1189
119,3014,119
1190,7932,1190
1191,2589,1191
1192,8509,1192
1193,3533,1193
1194,3210,1194
1195,3372,1195
1196,3166,1196
1197,4734,1197
1198,1350,1198
1199,6523,1199
12,5138,12
120,245,120
1200,1318,1200
1201,7527,1201
1202,6369,1202
1203,2190,1203
1204,5391,1204
1205,4108,1205
1206,7326,1206
1207,930,1207
1208,5670,1208
1209,4724,1209
121,4442,121
1210,3238,1210
1211,1184,1211
1212,3568,1212
1213,4581,1213
1214,3994,1214
1215,3657,1215
1216,3226,1216
1217,8157,1217
1218,6293,1218
1219,5229,1219
122,2033,122
1220,3879,1220
1221,1390,1221
1222,6675,1222
1223,8331,1223
1224,6305,1224
1225,6493,1225
1226,1903,1226
1227,2468,1227
1228,408,1228
1229,4916,1229
123,675,123
1230,2849,1230
1231,7841,1231
1232,3006,1232
1233,2239,1233
1234,4672,1234
1235,7495,1235
1236,1357,1236
1237,1945,1237
1238,7385,1238
1239,4573,1239
124,6028,124
1240,7322,1240
1241,3061,1241
1242,2933,1242
1243,6316,1243
1244,706,1244
1245,5092,1245
1246,4400,1246
1247,2865,1247
1248,4786,1248
1249,6154,1249
125,2042,125
1250,2444,1250
1251,465,1251
1252,445,1252
1253,832,1253
1254,7037,1254
1255,5854,1255
1256,4566,1256
1257,6463,1257
1258,6297,1258
1259,3772,1259
126,5762,126
1260,8371,1260
1261,7994,1261
1262,3545,1262
1263,6376,1263
1264,2730,1264
1265,608,1265
1266,3765,1266
1267,3822,1267
1268,4822,1268
1269,7229,1269
127,6282,127
1270,4667,1270
1271,6133,1271
1272,5481,1272
1273,1434,1273
1274,1027,1274
1275,2217,1275
1276,5627,1276
1277,568,1277
1278,1524,1278
1279,8138,1279
128,7900,128
1280,6219,1280
1281,1475,1281
1282,3964,1282
1283,1886,1283
1284,1686,1284
1285,7721,1285
1286,648,1286
1287,3611,1287
1288,5982,1288
1289,6123,1289
129,6858,129
1290,1301,1290
1291,3100,1291
1292,7290,1292
1293,6593,1293
1294,8080,1294
1295,2311,1295
1296,3963,1296
1297,2557,1297
1298,940,1298
1299,6584,1299
13,8564,13
130,2890,130
1300,3399,1300
1301,848,1301
1302,3725,1302
1303,4977,1303
1304,2031,1304
1305,2989,1305
1306,3836,1306
1307,1923,1307
1308,6832,1308
1309,2352,1309
131,3184,131
1310,3907,1310
1311,2585,1311
1312,1083,1312
1313,3837,1313
1314,3654,1314
1315,7362,1315
1316,7679,1316
1317,4126,1317
1318,7215,1318
1319,6449,1319
132,5962,132
1320,1556,1320
1321,6209,1321
1322,1671,1322
1323,4988,1323
1324,2003,1324
1325,5914,1325
1326,2015,1326
1327,719,1327
1328,6878,1328
1329,1857,1329
133,5284,133
1330,3152,1330
1331,8606,1331
1332,3922,1332
1333,3095,1333
1334,7739,1334
1335,6696,1335
1336,5249,1336
1337,3619,1337
1338,313,1338
1339,5228,1339
134,5900,134
1340,4093,1340
1341,3757,1341
1342,3828,1342
1343,3065,1343
1344,4074,1344
1345,1315,1345
1346,7040,1346
1347,6186,1347
1348,7691,1348
1349,1412,1349
135,383,135
1350,2952,1350
1351,7317,1351
1352,7926,1352
1353,2755,1353
1354,6233,1354
1355,6149,1355
1356,2885,1356
1357,3310,1357
1358,3792,1358
1359,8085,1359
136,5033,136
1360,1565,1360
1361,5822,1361
1362,2072,1362
1363,8447,1363
1364,2364,1364
1365,3842,1365
1366,5753,1366
1367,5707,1367
1368,2663,1368
1369,1139,1369
137,3228,137
1370,540,1370
1371,8186,1371
1372,4746,1372
1373,2010,1373
1374,776,1374
1375,4062,1375
1376,3276,1376
1377,1988,1377
1378,2749,1378
1379,7262,1379
138,2298,138
1380,6525,1380
1381,372,1381
1382,3340,1382
1383,2665,1383
1384,7435,1384
1385,2729,1385
1386,1444,1386
1387,1202,1387
1388,7384,1388
1389,8489,1389
139,4182,139
1390,4379,1390
1391,2025,1391
1392,598,1392
1393,1864,1393
1394,2657,1394
1395,1403,1395
1396,4760,1396
1397,2965,1397
1398,7914,1398
1399,7192,1399
14,3731,14
140,5965,140
1400,5019,1400
1401,5645,1401
1402,2123,1402
1403,2021,1403
1404,7178,1404
1405,7486,1405
1406,8259,1406
1407,4320,1407
1408,6708,1408
1409,8024,1409
141,5907,141
1410,4880,1410
1411,5548,1411
1412,5260,1412
1413,5912,1413
1414,7761,1414
1415,973,1415
1416,6705,1416
1417,2857,1417
1418,841,1418
1419,2171,1419
142,6841,142
1420,7995,1420
1421,3667,1421
1422,6003,1422
1423,2556,1423
1424,7867,1424
1425,5309,1425
1426,1175,1426
1427,3512,1427
1428,2043,1428
1429,1046,1429
143,7782,143
1430,5103,1430
1431,6941,1431
1432,1424,1432
1433,7685,1433
1434,4914,1434
1435,4863,1435
1436,7532,1436
1437,8203,1437
1438,1159,1438
1439,4253,1439
144,5295,144
1440,1144,1440
1441,5553,1441
1442,5643,1442
1443,1150,1443
1444,1102,1444
1445,1093,1445
1446,5117,1446
1447,4836,1447
1448,844,1448
1449,6996,1449
145,4164,145
1450,6283,1450
1451,4738,1451
1452,4809,1452
1453,3035,1453
1454,6900,1454
1455,2521,1455
1456,455,1456
1457,6087,1457
1458,1856,1458
1459,921,1459
146,5916,146
1460,8289,1460
1461,1517,1461
1462,5734,1462
1463,3183,1463
1464,1711,1464
1465,5060,1465
1466,1737,1466
1467,1724,1467
1468,4560,1468
1469,7255,1469
147,3415,147
1470,2233,1470
1471,5542,1471
1472,7174,1472
1473,7653,1473
1474,4250,1474
1475,1164,1475
1476,5051,1476
1477,1509,1477
1478,5441,1478
1479,2572,1479
148,2622,148
1480,6595,1480
1481,3808,1481
1482,7544,1482
1483,5830,1483
1484,5089,1484
1485,1269,1485
1486,3544,1486
1487,1199,1487
1488,4070,1488
1489,2234,1489
149,2117,149
1490,3298,1490
1491,1065,1491
1492,1973,1492
1493,8485,1493
1494,6324,1494
1495,4432,1495
1496,5675,1496
1497,8409,1497
1498,321,1498
1499,2076,1499
15,3154,15
150,843,150
1500,4281,1500
1501,4787,1501
1502,1855,1502
1503,5375,1503
1504,942,1504
1505,2258,1505
1506,780,1506
1507,972,1507
1508,3242,1508
1509,1410,1509
151,3478,151
1510,3273,1510
1511,6405,1511
1512,1779,1512
1513,5641,1513
1514,6668,1514
1515,771,1515
1516,4549,1516
1517,2614,1517
1518,2320,1518
1519,5023,1519
152,5829,152
1520,308,1520
1521,5950,1521
1522,2455,1522
1523,3720,1523
1524,7799,1524
1525,950,1525
1526,1839,1526
1527,7219,1527
1528,7517,1528
1529,3085,1529
153,359,153
1530,3236,1530
1531,1512,1531
1532,1823,1532
1533,446,1533
1534,1266,1534
1535,7173,1535
1536,5380,1536
1537,8211,1537
1538,4483,1538
1539,3054,1539
154,2781,154
1540,3169,1540
1541,4031,1541
1542,1829,1542
1543,3015,1543
1544,2877,1544
1545,2085,1545
1546,1245,1546
1547,752,1547
1548,7267,1548
1549,5150,1549
155,600,155
1550,3045,1550
1551,5201,1551
1552,7958,1552
1553,5393,1553
1554,1534,1554
1555,2636,1555
1556,6906,1556
1557,1764,1557
1558,886,1558
1559,7005,1559
156,2820,156
1560,3208,1560
1561,2581,1561
1562,5452,1562
1563,5414,1563
1564,1595,1564
1565,7019,1565
1566,6579,1566
1567,6471,1567
1568,1668,1568
1569,5561,1569
157,3277,157
1570,3636,1570
1571,5811,1571
1572,2899,1572
1573,7412,1573
1574,2854,1574
1575,6243,1575
1576,1788,1576
1577,1870,1577
1578,3499,1578
1579,1949,1579
158,4890,158
1580,468,1580
1581,5428,1581
1582,3044,1582
1583,5963,1583
1584,3602,1584
1585,3322,1585
1586,7049,1586
1587,6527,1587
1588,1879,1588
1589,7468,1589
159,5648,159
1590,1624,1590
1591,4686,1591
1592,6981,1592
1593,7002,1593
1594,7427,1594
1595,3677,1595
1596,7607,1596
1597,6802,1597
1598,4038,1598
1599,6815,1599
16,2757,16
160,2427,160
1600,5455,1600
1601,5021,1601
1602,2494,1602
1603,4256,1603
1604,1526,1604
1605,6357,1605
1606,672,1606
1607,779,1607
1608,6746,1608
1609,1596,1609
161,7999,161
1610,5109,1610
1611,5494,1611
1612,5751,1612
1613,2505,1613
1614,8012,1614
1615,909,1615
1616,2530,1616
1617,3449,1617
1618,7715,1618
1619,7729,1619
162,3699,162
1620,2426,1620
1621,451,1621
1622,7394,1622
1623,421,1623
1624,2113,1624
1625,2484,1625
1626,6904,1626
1627,8933,1627
1628,6594,1628
1629,2656,1629
163,8775,163
1630,7324,1630
1631,1590,1631
1632,2974,1632
1633,3810,1633
1634,5980,1634
1635,3263,1635
1636,3945,1636
1637,8346,1637
1638,3105,1638
1639,804,1639
164,4871,164
1640,1966,1640
1641,5967,1641
1642,3126,1642
1643,3010,1643
1644,8382,1644
1645,5136,1645
1646,5200,1646
1647,1223,1647
1648,3513,1648
1649,6750,1649
165,4008,165
1650,7559,1650
1651,1626,1651
1652,4197,1652
1653,4495,1653
1654,1907,1654
1655,3086,1655
1656,833,1656
1657,1847,1657
1658,3235,1658
1659,4251,1659
166,1431,166
1660,6621,1660
1661,3773,1661
1662,3384,1662
1663,8180,1663
1664,8143,1664
1665,924,1665
1666,7145,1666
1667,5175,1667
1668,6240,1668
1669,2002,1669
167,487,167
1670,1748,1670
1671,4163,1671
1672,4867,1672
1673,4470,1673
1674,4989,1674
1675,807,1675
1676,3300,1676
1677,2006,1677
1678,6060,1678
1679,6281,1679
168,6599,168
1680,3574,1680
1681,4327,1681
1682,1630,1682
1683,7391,1683
1684,1249,1684
1685,6239,1685
1686,7804,1686
1687,6660,1687
1688,1209,1688
1689,7997,1689
169,1707,169
1690,1307,1690
1691,314,1691
1692,4588,1692
1693,692,1693
1694,6887,1694
1695,1271,1695
1696,7539,1696
1697,3702,1697
1698,312,1698
1699,8749,1699
17,2809,17
170,2719,170
1700,1801,1700
1701,499,1701
1702,7931,1702
1703,640,1703
1704,3790,1704
1705,1497,1705
1706,2481,1706
1707,1295,1707
1708,5214,1708
1709,919,1709
171,1520,171
1710,7524,1710
1711,1044,1711
1712,1822,1712
1713,5217,1713
1714,4676,1714
1715,6325,1715
1716,5373,1716
1717,6337,1717
1718,7634,1718
1719,3388,1719
172,8379,172
1720,4318,1720
1721,6234,1721
1722,3258,1722
1723,3809,1723
1724,5356,1724
1725,4997,1725
1726,6880,1726
1727,2408,1727
1728,6276,1728
1729,3592,1729
173,7161,173
1730,430,1730
1731,2717,1731
1732,4514,1732
1733,3767,1733
1734,3559,1734
1735,7540,1735
1736,6655,1736
1737,2305,1737
1738,5652,1738
1739,5206,1739
174,5923,174
1740,1141,1740
1741,1809,1741
1742,2895,1742
1743,7986,1743
1744,5593,1744
1745,1380,1745
1746,510,1746
1747,4869,1747
1748,1272,1748
1749,764,1749
175,6909,175
1750,7443,1750
1751,1736,1751
1752,3594,1752
1753,8090,1753
1754,319,1754
1755,1013,1755
1756,7812,1756
1757,5984,1757
1758,6735,1758
1759,4536,1759
176,8540,176
1760,525,1760
1761,4820,1761
1762,2062,1762
1763,1115,1763
1764,3360,1764
1765,3940,1765
1766,1177,1766
1767,7109,1767
1768,7785,1768
1769,3760,1769
177,5332,177
1770,6592,1770
1771,3769,1771
1772,6613,1772
1773,4415,1773
1774,426,1774
1775,3055,1775
1776,1244,1776
1777,1489,1777
1778,7207,1778
1779,3715,1779
178,7689,178
1780,8217,1780
1781,7407,1781
1782,1037,1782
1783,8274,1783
1784,4291,1784
1785,5688,1785
1786,793,1786
1787,1129,1787
1788,5223,1788
1789,4664,1789
179,4789,179
1790,5170,1790
1791,5158,1791
1792,526,1792
1793,6086,1793
1794,3603,1794
1795,3362,1795
1796,4017,1796
1797,1344,1797
1798,4171,1798
1799,3775,1799
18,2183,18
180,5743,180
1800,1468,1800
1801,6387,1801
1802,2713,1802
1803,8193,1803
1804,6167,1804
1805,545,1805
1806,7771,1806
1807,965,1807
1808,6672,1808
1809,2036,1809
181,6625,181
1810,8129,1810
1811,4517,1811
1812,4385,1812
1813,7455,1813
1814,4145,1814
1815,6683,1815
1816,7376,1816
1817,2644,1817
1818,2274,1818
1819,6957,1819
182,7616,182
1820,1291,1820
1821,7609,1821
1822,4780,1822
1823,5460,1823
1824,6702,1824
1825,6378,1825
1826,8402,1826
1827,7252,1827
1828,5177,1828
1829,3873,1829
183,4021,183
1830,2070,1830
1831,845,1831
1832,5556,1832
1833,5300,1833
1834,4564,1834
1835,1834,1835
1836,8539,1836
1837,2014,1837
1838,2751,1838
1839,6011,1839
184,6161,184
1840,5165,1840
1841,4477,1841
1842,7105,1842
1843,3530,1843
1844,4547,1844
1845,3942,1845
1846,4336,1846
1847,5294,1847
1848,3404,1848
1849,2146,1849
185,5192,185
1850,5909,1850
1851,7567,1851
1852,864,1852
1853,1914,1853
1854,4487,1854
1855,2817,1855
1856,6759,1856
1857,7227,1857
1858,8541,1858
1859,3142,1859
186,1242,186
1860,3475,1860
1861,3319,1861
1862,4295,1862
1863,2823,1863
1864,4723,1864
1865,496,1865
1866,1208,1866
1867,1836,1867
1868,3354,1868
1869,2944,1869
187,7051,187
1870,4223,1870
1871,622,1871
1872,434,1872
1873,5257,1873
1874,2445,1874
1875,6009,1875
1876,6232,1876
1877,2549,1877
1878,6573,1878
1879,1510,1879
188,7390,188
1880,4169,1880
1881,708,1881
1882,939,1882
1883,4285,1883
1884,5709,1884
1885,5347,1885
1886,1653,1886
1887,4396,1887
1888,5451,1888
1889,802,1889
189,3176,189
1890,2394,1890
1891,8284,1891
1892,6409,1892
1893,7303,1893
1894,809,1894
1895,2949,1895
1896,5301,1896
1897,5209,1897
1898,3778,1898
1899,1173,1899
19,1924,19
190,1545,190
1900,3737,1900
1901,2232,1901
1902,6577,1902
1903,1699,1903
1904,4918,1904
1905,2313,1905
1906,5107,1906
1907,1332,1907
1908,6549,1908
1909,1685,1909
191,858,191
1910,6002,1910
1911,880,1911
1912,2947,1912
1913,8401,1913
1914,4137,1914
1915,6894,1915
1916,7637,1916
1917,1262,1917
1918,3658,1918
1919,3789,1919
192,2856,192
1920,2379,1920
1921,7183,1921
1922,4138,1922
1923,6414,1923
1924,6229,1924
1925,8015,1925
1926,1853,1926
1927,1979,1927
1928,2415,1928
1929,7386,1929
193,2112,193
1930,2201,1930
1931,6480,1931
1932,6063,1932
1933,4433,1933
1934,673,1934
1935,3510,1935
1936,5335,1936
1937,7184,1937
1938,6006,1938
1939,8251,1939
194,2446,194
1940,3615,1940
1941,1905,1941
1942,3387,1942
1943,1952,1943
1944,2835,1944
1945,784,1945
1946,8751,1946
1947,4557,1947
1948,8357,1948
1949,1337,1949
195,2152,195
1950,2943,1950
1951,7701,1951
1952,5293,1952
1953,5001,1953
1954,5562,1954
1955,1781,1955
1956,5833,1956
1957,8079,1957
1958,7525,1958
1959,5784,1959
196,7378,196
1960,679,1960
1961,2803,1961
1962,3514,1962
1963,5602,1963
1964,3161,1964
1965,4103,1965
1966,1362,1966
1967,4572,1967
1968,2207,1968
1969,2262,1969
197,1228,197
1970,6512,1970
1971,6057,1971
1972,250,1972
1973,4522,1973
1974,6318,1974
1975,1794,1975
1976,5339,1976
1977,7237,1977
1978,6164,1978
1979,561,1979
198,4639,198
1980,6640,1980
1981,6010,1981
1982,3786,1982
1983,257,1983
1984,5879,1984
1985,3333,1985
1986,4962,1986
1987,8192,1987
1988,2968,1988
1989,2252,1989
199,3083,199
1990,6612,1990
1991,501,1991
1992,3589,1992
1993,3348,1993
1994,4362,1994
1995,5810,1995
1996,3779,1996
1997,6801,1997
1998,3247,1998
1999,4022,1999
2,7405,2
20,2808,20
200,4305,200
2000,2331,2000
2001,3170,2001
2002,8806,2002
2003,3402,2003
2004,740,2004
2005,2982,2005
2006,7106,2006
2007,228,2007
2008,628,2008
2009,3798,2009
201,7521,201
2010,1551,2010
2011,330,2011
2012,6022,2012
2013,7298,2013
2014,5954,2014
2015,4351,2015
2016,515,2016
2017,3337,2017
2018,2619,2018
2019,1588,2019
202,8270,202
2020,677,2020
2021,7523,2021
2022,8212,2022
2023,4553,2023
2024,3918,2024
2025,827,2025
2026,3072,2026
2027,2748,2027
2028,4757,2028
2029,6411,2029
203,2137,203
2030,2913,2030
2031,7477,2031
2032,4635,2032
2033,6074,2033
2034,7816,2034
2035,7127,2035
2036,1854,2036
2037,1629,2037
2038,2329,2038
2039,4207,2039
204,2048,204
2040,7731,2040
2041,7225,2041
2042,4699,2042
2043,7206,2043
2044,361,2044
2045,4742,2045
2046,2643,2046
2047,1442,2047
2048,1437,2048
2049,6924,2049
205,1346,205
2050,3795,2050
2051,6265,2051
2052,8670,2052
2053,4052,2053
2054,6897,2054
2055,6583,2055
2056,6837,2056
2057,1084,2057
2058,3043,2058
2059,1215,2059
206,8827,206
2060,7340,2060
2061,649,2061
2062,3558,2062
2063,6895,2063
2064,727,2064
2065,8643,2065
2066,8534,2066
2067,1284,2067
2068,3857,2068
2069,376,2069
207,3119,207
2070,7925,2070
2071,8387,2071
2072,694,2072
2073,6117,2073
2074,4921,2074
2075,7080,2075
2076,315,2076
2077,4414,2077
2078,1461,2078
2079,5633,2079
208,3468,208
2080,2561,2080
2081,693,2081
2082,7239,2082
2083,3052,2083
2084,1543,2084
2085,4973,2085
2086,6619,2086
2087,3736,2087
2088,5804,2088
2089,971,2089
209,5925,209
2090,2162,2090
2091,4777,2091
2092,6749,2092
2093,2697,2093
2094,1541,2094
2095,5486,2095
2096,6200,2096
2097,4221,2097
2098,7202,2098
2099,7467,2099
21,4889,21
210,6190,210
2100,7595,2100
2101,5199,2101
2102,1683,2102
2103,1817,2103
2104,7562,2104
2105,4003,2105
2106,1373,2106
2107,8089,2107
2108,3234,2108
2109,2509,2109
211,4469,211
2110,723,2110
2111,2066,2111
2112,5606,2112
2113,2391,2113
2114,1826,2114
2115,5803,2115
2116,5942,2116
2117,5048,2117
2118,7380,2118
2119,1313,2119
212,3959,212
2120,3457,2120
2121,1154,2121
2122,1136,2122
2123,6875,2123
2124,3062,2124
2125,7960,2125
2126,1989,2126
2127,4506,2127
2128,2046,2128
2129,6069,2129
213,7803,213
2130,1022,2130
2131,951,2131
2132,4178,2132
2133,5140,2133
2134,1186,2134
2135,5697,2135
2136,5047,2136
2137,2568,2137
2138,609,2138
2139,2362,2139
214,8343,214
2140,7356,2140
2141,3239,2141
2142,3742,2142
2143,4143,2143
2144,4213,2144
2145,4374,2145
2146,2457,2146
2147,6852,2147
2148,601,2148
2149,2508,2149
215,5330,215
2150,4471,2150
2151,5635,2151
2152,6089,2152
2153,4768,2153
2154,3599,2154
2155,2785,2155
2156,6774,2156
2157,4853,2157
2158,1446,2158
2159,3987,2159
216,4265,216
2160,2324,2160
2161,1123,2161
2162,6822,2162
2163,2338,2163
2164,7985,2164
2165,489,2165
2166,6048,2166
2167,8469,2167
2168,5506,2168
2169,6728,2169
217,4952,217
2170,5032,2170
2171,1365,2171
2172,3133,2172
2173,8095,2173
2174,658,2174
2175,344,2175
2176,7295,2176
2177,6359,2177
2178,7398,2178
2179,1149,2179
218,5476,218
2180,4673,2180
2181,4196,2181
2182,6681,2182
2183,5756,2183
2184,2681,2184
2185,5289,2185
2186,3079,2186
2187,1519,2187
2188,2401,2188
2189,1052,2189
219,2159,219
2190,6756,2190
2191,6859,2191
2192,3111,2192
2193,3903,2193
2194,3682,2194
2195,6307,2195
2196,7915,2196
2197,5002,2197
2198,8308,2198
2199,7416,2199
22,1567,22
220,4463,220
2200,7403,2200
2201,1875,2201
2202,2009,2202
2203,8397,2203
2204,1845,2204
2205,2438,2205
2206,2554,2206
2207,2795,2207
2208,3785,2208
2209,5549,2209
221,8178,221
2210,2327,2210
2211,6604,2211
2212,7067,2212
2213,7017,2213
2214,3289,2214
2215,4539,2215
2216,4257,2216
2217,7892,2217
2218,2791,2218
2219,1309,2219
222,6665,222
2220,5951,2220
2221,6330,2221
2222,1912,2222
2223,860,2223
2224,938,2224
2225,7681,2225
2226,7684,2226
2227,5314,2227
2228,957,2228
2229,8039,2229
223,4611,223
2230,1481,2230
2231,4712,2231
2232,6543,2232
2233,6354,2233
2234,3267,2234
2235,1576,2235
2236,5617,2236
2237,6433,2237
2238,5786,2238
2239,4652,2239
224,642,224
2240,4813,2240
2241,5946,2241
2242,4658,2242
2243,3865,2243
2244,5684,2244
2245,1097,2245
2246,5738,2246
2247,5890,2247
2248,1666,2248
2249,6085,2249
225,3899,225
2250,2878,2250
2251,4653,2251
2252,888,2252
2253,7147,2253
2254,7873,2254
2255,2723,2255
2256,3609,2256
2257,7476,2257
2258,2728,2258
2259,573,2259
226,6042,226
2260,301,2260
2261,4781,2261
2262,4125,2262
2263,8070,2263
2264,4421,2264
2265,3698,2265
2266,5945,2266
2267,4288,2267
2268,2361,2268
2269,3253,2269
227,4377,227
2270,5741,2270
2271,4680,2271
2272,885,2272
2273,2478,2273
2274,8327,2274
2275,3999,2275
2276,1722,2276
2277,4492,2277
2278,753,2278
2279,1261,2279
228,7586,228
2280,4748,2280
2281,6116,2281
2282,4721,2282
2283,5729,2283
2284,7756,2284
2285,6843,2285
2286,5689,2286
2287,4554,2287
2288,6295,2288
2289,7650,2289
229,3026,229
2290,7099,2290
2291,2164,2291
2292,4233,2292
2293,592,2293
2294,2154,2294
2295,1099,2295
2296,3140,2296
2297,6603,2297
2298,3843,2298
2299,3618,2299
23,2261,23
230,1047,230
2300,1618,2300
2301,1530,2301
2302,8003,2302
2303,6288,2303
2304,7736,2304
2305,3146,2305
2306,4698,2306
2307,4365,2307
2308,5543,2308
2309,6108,2309
231,3996,231
2310,3741,2310
2311,5881,2311
2312,3946,2312
2313,1466,2313
2314,7214,2314
2315,8655,2315
2316,8111,2316
2317,2422,2317
2318,6752,2318
2319,6529,2319
232,2678,232
2320,7512,2320
2321,874,2321
2322,4014,2322
2323,4015,2323
2324,7456,2324
2325,8330,2325
2326,1264,2326
2327,4774,2327
2328,7074,2328
2329,4312,2329
233,5093,233
2330,524,2330
2331,890,2331
2332,5764,2332
2333,991,2333
2334,3167,2334
2335,7421,2335
2336,1718,2336
2337,3156,2337
2338,6772,2338
2339,6030,2339
234,747,234
2340,5412,2340
2341,584,2341
2342,7404,2342
2343,6071,2343
2344,6914,2344
2345,5230,2345
2346,8163,2346
2347,7081,2347
2348,6795,2348
2349,4851,2349
235,5512,235
2350,1906,2350
2351,8383,2351
2352,246,2352
2353,4969,2353
2354,3246,2354
2355,644,2355
2356,6776,2356
2357,2497,2357
2358,5118,2358
2359,3486,2359
236,1954,236
2360,1525,2360
2361,4562,2361
2362,8144,2362
2363,6402,2363
2364,7179,2364
2365,4778,2365
2366,5730,2366
2367,4426,2367
2368,8029,2368
2369,4242,2369
237,6277,237
2370,1058,2370
2371,678,2371
2372,4069,2372
2373,7936,2373
2374,2322,2374
2375,1552,2375
2376,7535,2376
2377,2189,2377
2378,4098,2378
2379,2706,2379
238,3578,238
2380,5834,2380
2381,6558,2381
2382,4494,2382
2383,6389,2383
2384,5915,2384
2385,6896,2385
2386,917,2386
2387,6262,2387
2388,5006,2388
2389,7359,2389
239,1043,239
2390,7050,2390
2391,7137,2391
2392,6275,2392
2393,1591,2393
2394,1557,2394
2395,7220,2395
2396,6213,2396
2397,4508,2397
2398,6464,2398
2399,1312,2399
24,7647,24
240,3750,240
2400,5210,2400
2401,7231,2401
2402,6893,2402
2403,8017,2403
2404,5657,2404
2405,831,2405
2406,3970,2406
2407,4565,2407
2408,690,2408
2409,1387,2409
241,1608,241
2410,5650,2410
2411,3498,2411
2412,5886,2412
2413,6925,2413
2414,6540,2414
2415,2547,2415
2416,8601,2416
2417,2745,2417
2418,7018,2418
2419,6312,2419
242,3328,242
2420,5237,2420
2421,3491,2421
2422,686,2422
2423,4790,2423
2424,325,2424
2425,1765,2425
2426,7381,2426
2427,3352,2427
2428,1299,2428
2429,2793,2429
243,2276,243
2430,6092,2430
2431,5383,2431
2432,6945,2432
2433,2496,2433
2434,3643,2434
2435,767,2435
2436,1192,2436
2437,1921,2437
2438,2044,2438
2439,629,2439
244,5809,244
2440,5775,2440
2441,2567,2441
2442,6575,2442
2443,7897,2443
2444,5235,2444
2445,4287,2445
2446,3800,2446
2447,701,2447
2448,4193,2448
2449,6950,2449
245,5873,245
2450,7575,2450
2451,5234,2451
